id,date,store_nbr,family,sales,onpromotion
747179,2014-02-25,23,PET SUPPLIES,0.0,0
1779473,2015-09-28,38,HARDWARE,3.0,0
1179019,2014-10-25,4,POULTRY,599.023,0
2986508,2017-08-07,6,DAIRY,995.0,24
451635,2013-09-11,30,PRODUCE,0.0,0
2136213,2016-04-16,47,MEATS,913.115,3
2642696,2017-01-26,9,MAGAZINES,2.0,0
71475,2013-02-10,14,PRODUCE,0.0,0
1335006,2015-01-22,17,MEATS,289.977,17
169705,2013-04-06,20,LADIESWEAR,0.0,0
2855784,2017-05-26,37,PRODUCE,2964.638,10
808776,2014-03-31,51,GROCERY I,4121.0,0
1756254,2015-09-15,36,PLAYERS AND ELECTRONICS,5.0,0
2222861,2016-06-04,29,HARDWARE,0.0,0
711580,2014-02-05,25,BABY CARE,0.0,0
827455,2014-04-11,26,GROCERY II,0.0,0
1862260,2015-11-14,11,BOOKS,0.0,0
595041,2013-11-30,54,HOME CARE,0.0,0
2760957,2017-04-03,27,GROCERY I,4090.0,35
1994082,2016-01-28,1,MEATS,200.398,0
1324848,2015-01-16,31,PRODUCE,0.0,0
356999,2013-07-20,26,BREAD/BAKERY,314.0,0
1387291,2015-02-20,34,BOOKS,0.0,0
2931999,2017-07-08,26,HOME AND KITCHEN I,9.0,3
890338,2014-05-16,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
2676312,2017-02-14,51,GROCERY I,3919.0,34
1215014,2014-11-14,5,LAWN AND GARDEN,4.0,0
674919,2014-01-15,46,BEVERAGES,3461.0,0
2690493,2017-02-22,5,BEVERAGES,1823.0,15
897582,2014-05-20,43,HOME AND KITCHEN I,0.0,0
2481476,2016-10-27,35,DAIRY,98.0,10
21677,2013-01-13,17,PREPARED FOODS,66.0,0
567742,2013-11-15,39,EGGS,87.0,0
1735439,2015-09-03,52,BEAUTY,0.0,0
393569,2013-08-09,51,FROZEN FOODS,335.961,0
145778,2013-03-23,49,HOME APPLIANCES,2.0,0
1058688,2014-08-19,14,HOME AND KITCHEN I,0.0,0
358630,2013-07-21,21,LADIESWEAR,0.0,0
2636176,2017-01-23,26,BOOKS,0.0,0
2109812,2016-04-01,7,MAGAZINES,11.0,0
591097,2013-11-28,44,BABY CARE,0.0,0
1567943,2015-06-01,52,HARDWARE,0.0,0
2330466,2016-08-03,48,CELEBRATION,13.0,0
36596,2013-01-21,35,SEAFOOD,0.0,0
2022363,2016-02-12,52,MEATS,0.0,0
586512,2013-11-26,16,BEVERAGES,452.0,0
2698569,2017-02-27,26,PLAYERS AND ELECTRONICS,1.0,0
136240,2013-03-18,31,HOME AND KITCHEN II,0.0,0
2889454,2017-06-14,32,CLEANING,308.0,12
2843554,2017-05-19,44,EGGS,614.0,32
321187,2013-06-30,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
129015,2013-03-14,29,HOME CARE,0.0,0
1507989,2015-04-29,20,LINGERIE,1.0,0
520730,2013-10-20,2,MAGAZINES,0.0,0
2051804,2016-02-29,29,PREPARED FOODS,74.064,0
2802132,2017-04-26,32,BEVERAGES,884.0,23
678371,2014-01-17,42,MAGAZINES,0.0,0
1790797,2015-10-04,6,LADIESWEAR,81.0,0
814352,2014-04-03,9,FROZEN FOODS,40.545,0
262676,2013-05-28,29,PREPARED FOODS,0.0,0
970624,2014-06-30,42,POULTRY,0.0,0
1108073,2014-09-15,49,SEAFOOD,114.37,0
720437,2014-02-10,23,HARDWARE,0.0,0
2703470,2017-03-02,14,FROZEN FOODS,57.0,3
2088462,2016-03-20,8,MEATS,455.838,0
979625,2014-07-05,45,LAWN AND GARDEN,27.0,0
1301573,2015-01-03,29,LAWN AND GARDEN,0.0,0
138793,2013-03-19,52,POULTRY,0.0,0
413665,2013-08-21,16,EGGS,229.0,0
1712946,2015-08-22,21,HOME AND KITCHEN I,100.0,0
495991,2013-10-06,26,BABY CARE,0.0,0
217319,2013-05-02,7,HARDWARE,0.0,0
2990234,2017-08-10,10,BREAD/BAKERY,72.0,6
2584381,2016-12-24,22,LADIESWEAR,0.0,0
2631904,2017-01-20,6,"LIQUOR,WINE,BEER",69.0,4
1827909,2015-10-25,47,CELEBRATION,67.0,0
1839932,2015-11-01,34,HOME APPLIANCES,2.0,0
1184369,2014-10-28,4,SEAFOOD,23.869999,0
135232,2013-03-17,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
2471983,2016-10-22,19,LADIESWEAR,16.0,0
484307,2013-09-29,47,SEAFOOD,111.368004,0
1306446,2015-01-06,16,DELI,162.0,2
651011,2014-01-02,25,LAWN AND GARDEN,3.0,0
2247581,2016-06-18,22,HOME APPLIANCES,0.0,0
987248,2014-07-10,1,LAWN AND GARDEN,8.0,0
2964002,2017-07-26,24,DAIRY,1450.0,19
2753645,2017-03-30,21,PET SUPPLIES,3.0,0
2782572,2017-04-15,33,GROCERY I,2905.0,80
1008417,2014-07-21,53,BEVERAGES,1150.0,0
20154,2013-01-12,24,MEATS,426.618,0
213238,2013-04-30,41,PERSONAL CARE,115.0,0
2690029,2017-02-22,37,BABY CARE,0.0,0
1059190,2014-08-19,28,"LIQUOR,WINE,BEER",29.0,0
893874,2014-05-18,4,BEVERAGES,2055.0,0
836056,2014-04-16,18,BABY CARE,0.0,0
183416,2013-04-13,6,BEAUTY,7.0,0
1261130,2014-12-10,44,BEAUTY,8.0,0
2973327,2017-07-31,35,PLAYERS AND ELECTRONICS,0.0,0
2266869,2016-06-29,14,AUTOMOTIVE,0.0,0
2794104,2017-04-21,7,PLAYERS AND ELECTRONICS,11.0,0
2986057,2017-08-07,42,LADIESWEAR,11.0,0
430696,2013-08-30,43,GROCERY II,3.0,0
1891707,2015-11-30,37,HOME AND KITCHEN I,32.0,0
27894,2013-01-16,41,DELI,119.347,0
2574897,2016-12-18,7,CELEBRATION,47.0,1
2979640,2017-08-04,13,BOOKS,0.0,0
2296746,2016-07-15,51,GROCERY I,5130.0,57
63251,2013-02-05,33,MAGAZINES,0.0,0
1698370,2015-08-14,12,PERSONAL CARE,423.0,0
35750,2013-01-21,12,FROZEN FOODS,16.0,0
1648476,2015-07-17,12,PLAYERS AND ELECTRONICS,4.0,0
1594121,2015-06-16,37,MAGAZINES,4.0,0
2332090,2016-08-04,43,GROCERY II,2.0,0
1618368,2015-06-30,18,HOME AND KITCHEN I,28.0,0
1726585,2015-08-29,53,PERSONAL CARE,229.0,2
2662966,2017-02-07,27,SCHOOL AND OFFICE SUPPLIES,2.0,0
2815630,2017-05-04,11,BOOKS,0.0,0
1291874,2014-12-28,7,MAGAZINES,2.0,0
1041282,2014-08-09,26,AUTOMOTIVE,0.0,0
1985670,2016-01-23,23,PLAYERS AND ELECTRONICS,9.0,0
2189358,2016-05-16,39,CELEBRATION,7.0,0
1952258,2016-01-04,36,FROZEN FOODS,97.034996,2
634809,2013-12-23,20,LINGERIE,0.0,0
400520,2013-08-13,46,SEAFOOD,26.115,0
2582337,2016-12-23,15,LINGERIE,9.0,0
1912117,2015-12-12,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
652878,2014-01-03,28,CELEBRATION,20.0,0
877908,2014-05-09,41,DELI,183.3938,0
2233194,2016-06-10,19,HOME CARE,131.0,3
493052,2013-10-04,42,SEAFOOD,0.0,0
47509,2013-01-27,41,"LIQUOR,WINE,BEER",0.0,0
1039944,2014-08-08,38,HOME AND KITCHEN I,0.0,0
97143,2013-02-24,34,MEATS,246.64099,0
454576,2013-09-13,14,BABY CARE,0.0,0
2121802,2016-04-08,43,BABY CARE,0.0,0
2600842,2017-01-03,34,GROCERY II,10.0,0
177146,2013-04-10,3,BEAUTY,11.0,0
1688799,2015-08-08,43,MEATS,158.053,0
2977788,2017-08-03,11,AUTOMOTIVE,8.0,0
2644525,2017-01-28,10,BOOKS,0.0,0
1179769,2014-10-26,11,LADIESWEAR,26.0,0
2971532,2017-07-30,35,HARDWARE,0.0,0
2166368,2016-05-03,43,HOME APPLIANCES,0.0,0
1418896,2015-03-10,20,POULTRY,275.164,2
1803113,2015-10-11,50,PET SUPPLIES,12.0,0
644819,2013-12-29,50,SEAFOOD,22.265,0
581455,2013-11-23,23,POULTRY,418.793,0
808398,2014-03-31,40,PRODUCE,1215.117,0
1646444,2015-07-15,6,DAIRY,934.0,2
584793,2013-11-25,18,AUTOMOTIVE,0.0,0
1165581,2014-10-18,13,LINGERIE,1.0,0
1336041,2015-01-22,46,BEVERAGES,1866.0,2
1337913,2015-01-23,48,PLAYERS AND ELECTRONICS,0.0,0
1669293,2015-07-28,46,LINGERIE,6.0,0
83535,2013-02-16,52,GROCERY I,0.0,0
1910490,2015-12-11,14,LINGERIE,6.0,0
922936,2014-06-03,54,PERSONAL CARE,188.0,0
1148840,2014-10-08,43,FROZEN FOODS,80.681,0
2838754,2017-05-17,1,POULTRY,318.311,0
437656,2013-09-03,39,EGGS,135.0,0
1262541,2014-12-11,33,PLAYERS AND ELECTRONICS,3.0,0
1867276,2015-11-16,51,BOOKS,0.0,0
151507,2013-03-27,10,BOOKS,0.0,0
2057636,2016-03-03,42,LAWN AND GARDEN,16.0,0
478012,2013-09-26,21,CLEANING,0.0,0
2325237,2016-07-31,50,MEATS,524.435,1
2578473,2016-12-20,7,HOME CARE,255.0,5
2935034,2017-07-10,11,HARDWARE,0.0,0
1156572,2014-10-13,10,LINGERIE,7.0,0
2019811,2016-02-11,31,GROCERY II,3.0,0
1724537,2015-08-28,46,MAGAZINES,0.0,0
973982,2014-07-02,37,LAWN AND GARDEN,13.0,2
841863,2014-04-19,30,AUTOMOTIVE,0.0,0
1380377,2015-02-16,4,LAWN AND GARDEN,5.0,0
1670491,2015-07-29,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
2094558,2016-03-24,29,HOME AND KITCHEN I,13.0,0
45129,2013-01-26,25,HOME CARE,0.0,0
78692,2013-02-14,17,LAWN AND GARDEN,0.0,0
15351,2013-01-09,4,CELEBRATION,0.0,0
1467561,2015-04-06,36,HOME CARE,0.0,0
583966,2013-11-24,43,SCHOOL AND OFFICE SUPPLIES,0.0,0
1793013,2015-10-06,18,MEATS,79.371,0
10670,2013-01-06,9,FROZEN FOODS,105.998,0
26503,2013-01-15,52,BOOKS,0.0,0
2441915,2016-10-05,25,HARDWARE,0.0,0
2437760,2016-10-02,9,HOME APPLIANCES,0.0,0
2021547,2016-02-12,30,AUTOMOTIVE,0.0,0
1705449,2015-08-18,11,DELI,430.356,0
911321,2014-05-28,29,PET SUPPLIES,0.0,0
325790,2013-07-02,5,HARDWARE,0.0,0
2536183,2016-11-27,20,BABY CARE,2.0,0
1930839,2015-12-22,35,DELI,98.0,0
1016755,2014-07-26,37,PERSONAL CARE,220.0,1
1751343,2015-09-12,49,AUTOMOTIVE,13.0,0
1294939,2014-12-30,42,LADIESWEAR,0.0,0
2596376,2017-01-01,1,BEAUTY,0.0,0
1558868,2015-05-27,48,HARDWARE,0.0,0
482151,2013-09-28,37,LINGERIE,8.0,0
2185039,2016-05-14,18,EGGS,239.0,1
2791607,2017-04-20,37,BREAD/BAKERY,480.866,6
2172519,2016-05-07,16,PRODUCE,443.659,1
1683766,2015-08-05,52,CLEANING,0.0,0
2129724,2016-04-13,16,BEVERAGES,1287.0,3
1226372,2014-11-21,19,PET SUPPLIES,1.0,0
2111912,2016-04-03,16,FROZEN FOODS,41.0,1
1687611,2015-08-08,10,MEATS,173.524,0
2987273,2017-08-08,27,HARDWARE,1.0,0
1651544,2015-07-18,48,PET SUPPLIES,15.0,0
2661719,2017-02-06,42,BREAD/BAKERY,585.808,8
1109291,2014-09-16,33,PREPARED FOODS,58.0,0
625930,2013-12-18,21,LADIESWEAR,0.0,0
938828,2014-06-12,50,FROZEN FOODS,139.082,0
278410,2013-06-06,20,"LIQUOR,WINE,BEER",0.0,0
1221368,2014-11-18,29,BREAD/BAKERY,0.0,0
1678156,2015-08-02,45,CLEANING,3888.0,1
1996459,2016-01-29,26,PERSONAL CARE,128.0,0
744101,2014-02-23,37,HOME APPLIANCES,0.0,0
623526,2013-12-16,53,MEATS,0.0,0
227023,2013-05-08,29,HOME AND KITCHEN II,0.0,0
2914805,2017-06-28,43,HARDWARE,0.0,0
259786,2013-05-26,48,EGGS,286.0,0
611241,2013-12-10,1,HOME AND KITCHEN I,0.0,0
2266756,2016-06-29,10,LADIESWEAR,2.0,0
420152,2013-08-24,47,PREPARED FOODS,313.803,0
1463499,2015-04-04,22,HOME AND KITCHEN I,0.0,0
2930626,2017-07-07,37,POULTRY,348.401,31
1287568,2014-12-26,36,CLEANING,1445.0,3
2732972,2017-03-18,41,FROZEN FOODS,263.407,3
1116623,2014-09-20,4,BEAUTY,9.0,0
71070,2013-02-09,52,LINGERIE,0.0,0
1325654,2015-01-16,54,FROZEN FOODS,12.6970005,0
1299923,2015-01-02,32,LAWN AND GARDEN,0.0,0
1659689,2015-07-23,27,LAWN AND GARDEN,15.0,0
2211308,2016-05-28,54,FROZEN FOODS,69.731,14
804992,2014-03-29,45,MAGAZINES,2.0,0
169759,2013-04-06,22,CLEANING,0.0,0
1539051,2015-05-16,41,PRODUCE,6.0,0
1519382,2015-05-05,4,PREPARED FOODS,72.103,0
1788020,2015-10-03,28,HARDWARE,1.0,0
2266990,2016-06-29,17,"LIQUOR,WINE,BEER",20.0,0
1841031,2015-11-02,15,PLAYERS AND ELECTRONICS,2.0,0
8987,2013-01-06,11,FROZEN FOODS,50.0,0
2217702,2016-06-01,34,BEVERAGES,1950.0,17
2787580,2017-04-18,24,BOOKS,0.0,0
2236886,2016-06-12,22,HARDWARE,2.0,0
2019964,2016-02-11,36,BABY CARE,6.0,0
80974,2013-02-15,30,PERSONAL CARE,72.0,0
117060,2013-03-07,43,DELI,138.0,0
2596351,2016-12-31,9,EGGS,294.0,0
1140129,2014-10-03,49,GROCERY I,6288.0,6
2073148,2016-03-12,28,"LIQUOR,WINE,BEER",379.0,0
2308847,2016-07-22,41,BEAUTY,8.0,1
1579282,2015-06-08,21,BABY CARE,0.0,0
415831,2013-08-22,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
2875309,2017-06-06,35,LADIESWEAR,0.0,0
1303400,2015-01-04,3,SEAFOOD,189.963,0
1996064,2016-01-29,15,PET SUPPLIES,0.0,0
2955149,2017-07-21,25,SEAFOOD,3.0,1
1807583,2015-10-14,27,DAIRY,912.0,3
1364691,2015-02-07,5,DELI,309.799,0
2623743,2017-01-16,27,GROCERY I,4055.0,59
1616826,2015-06-29,24,MEATS,387.328,0
2204198,2016-05-24,54,PREPARED FOODS,85.0,4
977542,2014-07-04,37,HOME AND KITCHEN II,2.0,0
424514,2013-08-27,20,BEAUTY,0.0,0
2971797,2017-07-30,42,HOME AND KITCHEN I,31.0,0
2705838,2017-03-03,30,BEVERAGES,1288.0,21
1492620,2015-04-20,39,PRODUCE,0.0,0
277757,2013-06-05,51,PREPARED FOODS,244.656,0
2448683,2016-10-09,15,HOME APPLIANCES,0.0,0
1304718,2015-01-05,17,PRODUCE,0.0,0
1168103,2014-10-19,34,BEAUTY,5.0,0
2023322,2016-02-13,3,PET SUPPLIES,34.0,0
1547617,2015-05-21,32,HOME AND KITCHEN II,3.0,0
2390805,2016-09-06,40,LINGERIE,5.0,0
864972,2014-05-02,29,DELI,0.0,0
918091,2014-06-01,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
423474,2013-08-26,40,HOME CARE,0.0,0
1305807,2015-01-05,47,PRODUCE,5.0,0
1363464,2015-02-07,16,BEVERAGES,622.0,1
1008800,2014-07-22,14,MAGAZINES,0.0,0
1650444,2015-07-18,18,HOME AND KITCHEN I,11.0,0
2272440,2016-07-02,2,PLAYERS AND ELECTRONICS,9.0,0
10654,2013-01-06,8,POULTRY,358.15698,0
1183204,2014-10-27,8,"LIQUOR,WINE,BEER",110.0,0
